Protein,ProteinName,Gene,nFragment,nPeptide,AgedMacro_Aging_Macro_10_1,AgedMacro_Aging_Macro_12_1,AgedMacro_Aging_Macro_14_1,AgedMacro_Aging_Macro_17_1,AgedMacro_Aging_Macro_25_1,AgedMacro_Aging_Macro_27_1,AgedMacro_Aging_Macro_31_1,AgedMacro_Aging_Macro_34_1,AgedMacro_Aging_Macro_38_1,AgedMacro_Aging_Macro_42_1,AgedMacro_Aging_Macro_45_1,AgedMacro_Aging_Macro_46_1,AgedMacro_Aging_Macro_53_1,AgedVehicle_Aging_Macro_11_1,AgedVehicle_Aging_Macro_16_1,AgedVehicle_Aging_Macro_18_1,AgedVehicle_Aging_Macro_23_1,AgedVehicle_Aging_Macro_26_1,AgedVehicle_Aging_Macro_29_1,AgedVehicle_Aging_Macro_33_1,AgedVehicle_Aging_Macro_37_1,AgedVehicle_Aging_Macro_54_1,Young_Aging_Macro_101_1,Young_Aging_Macro_102_1,Young_Aging_Macro_103_1,Young_Aging_Macro_104_1,Young_Aging_Macro_105_1,Young_Aging_Macro_106_1,Young_Aging_Macro_107_1,Young_Aging_Macro_108_1,Young_Aging_Macro_109_1,Young_Aging_Macro_110_1,Young_Aging_Macro_111_1,Young_Aging_Macro_112_1,Young_Aging_Macro_113_1,Young_Aging_Macro_114_1,Young_Aging_Macro_115_1,Young_Aging_Macro_116_1,Young_Aging_Macro_117_1,Young_Aging_Macro_118_1,Young_Aging_Macro_119_1,Young_Aging_Macro_120_1
P10166|MYCL_MOUSE,Protein L-Myc,Mycl,6,1,48538.7,48967.4,46519.6,59777.8,56092.4,82412.2,74802.4,65173.6,52391.6,91452.4,35467.6,51026.4,80017.4,47540.5,72497.7,75590.1,51929.5,68560.4,61858.1,71497.1,94608.6,65187.6,55892.7,53798.6,69187.2,106703,67268.1,60886.3,62622.9,61486.6,55352.4,65753.3,63547.1,58800.2,56540.5,51596.9,57628.2,72310.7,57545.7,67508.6,54853.2,47518.2
Q9QY06|MYO9B_MOUSE,Unconventional myosin-IXb (Unconventional myosin-9b),Myo9b,6,1,68461.8,168313,165329,177360,135183,244824,84371.6,259941,102136,186567,153794,239069,254840,106135,175616,171852,165420,188656,140183,188960,58759.8,370957,193338,190254,258372,318452,266143,176012,159020,205135,197439,166773,281070,289943,307795,205944,251055,207553,186051,287509,210791,205965
Q7M758|NALDL_MOUSE,Aminopeptidase NAALADL1 (EC 3.4.11.-) (N-acetylated-alpha-linked acidic dipeptidase-like protein) (NAALADase L),Naaladl1,6,1,9342.47,14615.6,5932.72,7680.63,10279.6,12896.9,15109.2,16955,10176.7,23627.3,16948.3,23758.4,16812,11089.7,29235.3,23063.4,13960.6,6365.3,4782.4,11546.8,9203.52,30123.8,20893.5,20597.8,15879.7,11688.9,17766.9,16208.1,14293.5,0,17240,33486,22916.8,19012.8,7295.15,14023.3,21843.3,16801.9,14209.8,20082.2,22717.2,15563.7
Q9WU42|NCOR2_MOUSE,"Nuclear receptor corepressor 2 (N-CoR2) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (SMRTe) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)",Ncor2,6,1,3425.87,12031.1,0,0,0,4153.48,0,5662.3,4187.4,3692.06,15666.2,4075.19,0,7706.4,0,6697.31,1895.42,5180.58,8325.34,0,5106.06,547.16,10482.8,7753.08,9164.89,5524.24,0,0,0,0,7911.02,6530.11,9168.91,0,11502.4,0,0,6366.38,0,4873.94,9788.3,12264
Q3UHN9|NDST1_MOUSE,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.-)],Ndst1,5,1,18814.2,0,23552.8,31849.1,25837.2,20090.3,33494.2,23869.1,18431.2,25070.8,26792.7,18798.7,19653,30163.3,36549.5,30925,29210.9,27054.8,27168.6,26571.7,45697.3,9136.91,28823.5,25871.2,23851.7,11702.4,29363.3,31696.5,29897.9,0,23631.1,22911.6,17751.2,17299.9,17120.2,25491.9,24096.6,17041.6,27532.8,19583,21996,16847.9
Q9ES74|NEK7_MOUSE,Serine/threonine-protein kinase Nek7 (EC 2.7.11.1) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7),Nek7,6,1,95717.3,65786.5,74706.3,97056.7,45766.6,89485.6,49659.8,84215.4,74427.8,62088,45486.4,43855.4,71228.4,69123.3,92621.3,80066.1,81226.7,60647.2,92115.7,72909,36213.6,54929.6,98737.8,96828.9,132107,88759.4,167633,149367,85559.3,108930,98153.6,111812,136984,157194,140829,199010,115489,77254.4,71014.9,68672.6,74785.2,56834.1
Q8CCP0|NEMF_MOUSE,Nuclear export mediator factor Nemf (Serologically defined colon cancer antigen 1 homolog),Nemf,6,1,6862.53,20382.8,10771.5,17701,6071.63,16905.7,9969.45,22115.7,13493.9,22796.8,12306.5,22292.6,31581.6,8319.9,16759.3,20957.2,10111,18587.2,7666.96,14711.4,12186.4,48959.6,20741.2,19705.6,20912.9,68031.2,13022.7,12439.7,19749.4,0,23773.5,25405.3,21836.9,24299.6,17229,9002.52,19816.4,40367,32693,42376.9,33815.2,31190.6
Q6P5H2|NEST_MOUSE,Nestin,Nes,6,1,13040.3,4827.56,5640.49,7289.68,11646.8,20475.5,19623.3,13393.1,19698.2,17623.4,0,0,19056.7,6823.94,11704.4,6144.37,14024.8,16856.5,19137.3,19249.4,8487.7,8865.96,8785.78,7499.77,9883.36,23879.4,17270.6,12109.6,7764.17,0,8547.44,11015.9,14580.7,17117.6,0,9389.83,10032.2,22011,6341.65,8793.18,6740.19,0
Q8R4I7|NETO1_MOUSE,Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1),Neto1,5,1,647518,998132,1.00E+06,1.04E+06,1.28E+06,1.66E+06,1.20E+06,1.18E+06,554062,1.33E+06,854212,1.20E+06,990398,804408,1.22E+06,1.14E+06,1.34E+06,1.42E+06,1.25E+06,1.24E+06,1.09E+06,1.57E+06,1.10E+06,1.18E+06,1.04E+06,889371,1.09E+06,945896,981339,0,1.08E+06,1.01E+06,1.19E+06,1.27E+06,1.17E+06,1.02E+06,1.25E+06,657749,1.01E+06,1.14E+06,990712,925889
O88942|NFAC1_MOUSE,"Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)",Nfatc1,5,1,1.45E+06,0,639096,768757,0,0,0,0,729618,0,363768,0,0,842273,0,898319,0,0,0,0,0,0,937896,876932,1.18E+06,688841,0,572843,0,0,937566,0,0,0,0,535834,0,930147,0,0,0,566042
Q60591|NFAC2_MOUSE,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)",Nfatc2,6,1,0,0,0,557.14,4147.53,32037.2,17483.4,14460.2,0,12714.1,0,12283,12386.2,0,12650.9,0,16511.3,23335.1,27950.9,21443.9,1020.35,42638.3,0,4144.24,19995.2,11684.7,27248.5,20509.4,3785.42,0,3894.38,23793.1,30724.2,31559.5,33119.6,25223.1,22323.7,288.79,2064.51,21834.8,12446.8,0
P70255|NFIC_MOUSE,Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein),Nfic,3,1,2656.48,2437.38,5438.15,3238.43,9721.83,1243.74,6873.58,0,3914.3,0,2794.04,1903.08,2144.12,624.81,5395.65,2439.66,7290.33,1295.08,7110.25,2699.92,4608.36,0,0,0,0,0,4151.3,4717.81,3677.1,0,0,3439.41,1834.41,0,0,0,0,1178.79,0,1642.83,900.54,2258.36
Q8CCN1|NAL10_MOUSE,"NACHT, LRR and PYD domains-containing protein 10",Nlrp10,6,1,15896,21893.4,26319.9,18633.2,41921.9,9911.34,25194.1,0,20314.5,0,26901.7,17379.9,15051.9,11629.6,20145.8,20930.9,27965.5,0,26105.6,9934.55,28696.7,0,0,0,0,0,10699.4,14833.7,14152.1,0,0,14261.4,14640.5,0,0,0,0,10744.3,0,0,4411.08,21086.1
Q3TL44|NLRX1_MOUSE,NLR family member X1,Nlrx1,6,1,143825,63440.6,76433.1,90955.2,111094,190389,113926,153007,195729,198137,28240.7,66516,205666,94732.7,118529,99668.4,136834,167815,127025,155506,78865.7,231839,104473,116505,149927,341844,187552,135166,106003,0,120276,141128,173165,207759,146730,123558,154589,309831,128387,183203,120757,93473.9
Q9JJG9|NOA1_MOUSE,Nitric oxide-associated protein 1,Noa1,6,1,100211,65674.5,0,79037.9,86943.9,55203.4,63354.1,89969.2,83568.9,64756.9,13975.5,0,82024.8,73023.1,83085.4,67380.9,75838.7,92776.2,95524.5,94702.5,30041.6,38575.7,75728.4,82401.1,77427.2,60759,86232.4,73867.9,79334.6,0,78459.9,71945.4,64863.6,63959.8,67044.3,82555.6,93203.2,0,65260.5,61359.6,55204.9,55988.8
Q9D3S5|NXRD1_MOUSE,NADP-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-) (Pyrroline-5-carboxylate reductase-like protein C14orf148 homolog),Noxred1,6,1,36223.1,63641.2,86434.7,63919.7,65351,61128.2,39391.2,53776.5,35486.8,36247.9,55630.5,61862.9,44244.2,68181.7,57504,59189.2,69153.9,52257.7,65262.4,54659.1,35710.9,36594.3,54866.3,54701.4,55968.5,23843.1,43304.8,43459.9,39237.8,0,52619.1,41087.4,41087.3,22641.2,46396.2,51454.6,62507.8,26443,38494.4,26537.2,36544.4,49519.4
Q91X05|PODO_MOUSE,Podocin,Nphs2,6,1,36965.4,20195.7,23664,29560.7,14329.3,18675.8,18803,28769.4,28340.7,28786.9,17386.5,2766.85,30900.5,23247.1,37143.4,21527.2,20783.9,21945.2,19419.6,23198.9,0,15702.9,32453.8,36103.6,34864.1,28124.1,54590.4,46904.7,40869.7,0,41432.1,39986.4,36292.4,39960.8,38824.9,40270.6,38178,43116,39767.3,34247.2,30284.1,14758.8
Q80XB4|NRAP_MOUSE,Nebulin-related-anchoring protein (N-RAP),Nrap,5,1,52209.9,48349.6,42681.6,49218.1,60436.7,47751.2,64593.3,74493.6,51289.9,67538.1,37620.9,56404.9,79554,48018,58238.4,41125.8,50874,99951.6,48998.8,73015.9,37731.7,91722.2,46635.7,53649.8,51776.7,60652,48227.3,42567.2,74946.5,0,54295.9,55724.1,42492.3,31820.4,49448,10400.9,68159.7,60460.7,85261.9,106834,66306.7,66667
Q9CS84|NRX1A_MOUSE,Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha),Nrxn1,5,1,7115.28,5557.32,5654.8,5553.97,6816.44,6521.6,13601,9976.52,6367.87,22174.7,3575.99,7341.58,10808,7438.94,5981.51,7598.29,5731,11345.1,4505.22,9668.3,24912.7,13933.8,5478.16,6338.9,3453.88,9566.6,3536.73,2881.94,9466.49,0,7647.65,6647.68,2800.82,2187.69,1928.41,2117.01,5784.26,11328.4,12930.5,13060.2,11029.7,8265.67
Q9D020|5NT3A_MOUSE,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Lupin) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I),Nt5c3a,6,1,64748,61127.9,62287.3,81379.4,47119.4,74877.3,42500,78336.2,23928.6,89575.5,57528.6,78608.2,80623,59712.6,94703.7,76429.7,64166.2,69615.9,44997.6,48784.9,16630.9,94186.5,75395.6,90684.9,77897.3,67878.2,82029.5,126086,83945.6,0,79177.6,86493.5,78613.6,109388,79715.7,70748.7,65752.8,43542.4,59579.5,78300.3,67795.5,64723.3
Q8C5P5|NT5D1_MOUSE,5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-) (Cytosolic 5'-nucleotidase II-like protein 1),Nt5dc1,6,1,35645.6,20012,21290.6,28216.5,12218.9,19728.5,16046.1,23379.5,28475.6,17848.9,12381.6,10256.8,27583.5,22386.7,29454.1,25514.3,17290.2,17953.4,18401.1,18137.6,10296.4,12030.4,33769.6,27449.9,40293.3,25463.2,42382.1,38034.9,29569.1,0,35098.8,32115,33392.5,28932.9,31230.5,30772.3,24720.4,29286.5,21609.6,19535.3,21413.4,16415.6
Q3UQ22|NET5_MOUSE,Netrin-5 (Netrin-1-like protein),Ntn5,6,1,23348,24760.7,30427.1,22236.5,52047.2,32203.4,55308.7,31256.6,11639.4,33722.8,33151.1,37513.1,22956.6,30561.1,30011.2,28458.2,40120.7,40684.4,29559.3,41112.8,23729.6,16169.7,20138.5,23825.9,15762.3,8713.84,16402,21732.7,21516.9,0,20085.5,22817.6,21478,13799.9,23405.6,18894.9,29603.8,15756.9,26243.8,24304.4,27540.4,31061.5
Q8CIC2|NUPL2_MOUSE,Nucleoporin NUP42 (NLP-1) (Nucleoporin-like protein 2),Nup42,6,1,27244.9,21258.5,14074.7,21973.2,18146.9,15695.3,12070.6,24981.3,18041.8,18633.5,26134,26950.9,26686.8,22861.6,31404.6,18935.7,23047.8,23743,13377,17446.7,2360.58,14941.5,31900.3,20224.4,24164.3,13168.5,21700.8,20588.6,30250.9,0,26986.3,20915.3,18794.7,14831.8,19886.8,21976.9,23580.2,19269.7,27305.7,27299.2,26213.6,24283.6
Q8BTS4|NUP54_MOUSE,Nuclear pore complex protein Nup54 (54 kDa nucleoporin) (Nucleoporin Nup54),Nup54,6,1,6071.46,4611.16,2022.38,6646.52,10570.5,8630.66,4854.81,18857.8,18515.2,14942.3,8580.91,8136.48,8775.6,5118.99,8349.63,6808.3,12138.2,12643.8,2374.15,13479.3,2417.52,27504.6,7982.13,10008.1,7951.29,3721.34,8670.43,5660.19,5737.37,0,10092.8,10307.5,8401.47,6477.97,4996.49,4089.93,14650.6,14202.8,12309.1,14892.2,15211.4,13310.1
Q497P3|NUPR2_MOUSE,Nuclear protein 2 (Nuclear transcriptional regulator 1-like protein) (Nuclear transcriptional regulator protein 2),Nupr2,6,1,71043.9,90452.6,119090,68899.3,115881,62668.1,58067.8,87312.2,70883,58638.3,107143,107376,62984.3,91766.3,75537.9,79829.2,82446.1,120520,77338,98845.1,51539.2,66404,65375.5,70252.9,73588,37814.2,59773.5,62787.6,76885.7,0,81137.2,71368.2,74627.1,47520.2,70387.5,77828.8,103615,47820.9,85335.5,75420.2,78000.2,94812.4
Q8BHP2|NUTM1_MOUSE,NUT family member 1 (Nuclear protein in testis),Nutm1,6,1,56991.7,52525.7,57564,66371,60265.8,145250,84651,102360,47441.5,157454,33988.6,23496.7,92771.4,69556.3,73666.6,91247.1,82812.5,89186.2,91552.3,87541.8,118552,114730,80225,90171.8,94517.8,171964,93103.2,76391.5,53907.1,0,73354.2,78127,99010,136173,106958,83323.6,81650.2,108427,66692.3,83902.5,68904.6,58175.9
Q9JK30|ORC3_MOUSE,Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo),Orc3,6,1,0,66645.7,86376.5,115571,129752,432095,63684.6,129235,17673.8,167354,87093.9,87439.2,136988,0,104445,124092,105328,0,418162,64859.3,88625.8,95714.1,129957,75055.7,344260,199727,313865,0,70311.2,0,121747,125350,313185,284553,275965,0,78506.4,65351,146956,140240,108258,102290
Q60590|A1AG1_MOUSE,Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1),Orm1,24,4,8902.88,33365.2,22462,26747.8,99062.2,95905.5,115901,41455.7,32043.7,53877.2,18654.2,23346.9,34804.2,3174.07,32306.7,39034.6,58692.1,67555,100012,99712.8,140263,28643.3,22713.3,21432.8,23395.4,19424.9,18588,19086.1,7527.68,9883.89,22317.5,17922.3,19184,17253.2,21790.5,17533,28535.9,17365.1,22282.5,25171.2,21020.3,25474.5
P07361|A1AG2_MOUSE,Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2),Orm2,5,1,0,0,0,0,53186,31203.5,153906,0,8463.3,10584.7,0,0,0,0,0,0,18741.3,29001.3,57412.5,31147.8,106312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80UF9|OTOP3_MOUSE,Proton channel OTOP3 (Otopetrin-3),Otop3,6,1,5063.08,6621.35,10315.7,4791.09,12583.6,3862.54,5692.78,4004.05,5964.12,0,9375.16,6543.9,6002.74,6030.04,6468.3,6191.68,7860.53,1737.11,8603.37,861.74,6587.55,0,0,0,0,0,4016.31,5167.11,6501.15,0,0,5751.03,763.04,0,0,4850.47,5273.02,3985.62,0,3704.14,0,8907.56
Q9DB52|F122A_MOUSE,P2R1A-PPP2R2A-interacting phosphatase regulator 1 (PABIR family member 1),Pabir1,4,1,0,1343.04,709.95,1374.85,0,1859.58,818.18,1593.38,218.4,2917.31,0,1089.7,1629.99,946.81,1418.06,2424.1,1055.04,396.87,2545.46,542.33,0,2451.23,1795.79,2062.87,4372.26,5837.79,3405.98,0,805.72,0,1644.24,3777.73,5907.72,4507.37,4287.81,1711.15,1501.25,969.21,396.58,397.57,562.32,0
Q6NZE7|F122B_MOUSE,PABIR family member 2,Pabir2,6,1,143439,177576,180877,202048,84080.2,147720,101047,170845,84622.3,172198,184476,189003,188578,184479,190968,188207,136780,136786,124081,128736,116102,180624,218302,209331,273560,298162,255827,264215,227630,0,222263,230253,261030,282509,278176,256945,219589,207692,231281,240969,232449,198277
O88643|PAK1_MOUSE,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (CDC42/RAC effector kinase PAK-A) (p21-activated kinase 1) (PAK-1) (p65-PAK),Pak1,5,1,0,54618.2,37608.6,56248.3,46818.4,60920.4,63198,116491,163040,63797.3,31632,41551.9,107830,2297.71,47271.6,60919.1,37436.5,90714,50542.2,103592,35389.3,69495.1,75603.5,66715.4,83257.6,64629.1,2577.38,0,0,0,0,88222.5,67330.3,31646.4,74885.6,0,63331.3,184431,102938,129293,105219,0
P58501|PAXB1_MOUSE,PAX3- and PAX7-binding protein 1 (PAX3/7BP) (GC-rich sequence DNA-binding factor 1),Paxbp1,6,1,2.64E+06,2.41E+06,2.26E+06,2.40E+06,1.33E+06,1.15E+06,1.39E+06,1.81E+06,0,1.71E+06,1.72E+06,1.94E+06,1.88E+06,2.81E+06,2.19E+06,2.31E+06,1.61E+06,1.66E+06,1.17E+06,1.44E+06,1.14E+06,1.83E+06,2.47E+06,2.31E+06,2.07E+06,1.39E+06,1.51E+06,2.15E+06,2.73E+06,0,2.27E+06,1.88E+06,1.48E+06,966769,1.57E+06,1.90E+06,2.17E+06,1.64E+06,2.72E+06,2.50E+06,2.73E+06,2.69E+06
Q9QYX7|PCLO_MOUSE,Protein piccolo (Aczonin) (Brain-derived HLMN protein) (Multidomain presynaptic cytomatrix protein),Pclo,6,1,4330.21,7184.24,3644.73,6874.4,0,13953.4,0,0,3964.4,11029.4,8334.78,7533.98,9395.73,6780.91,10048.3,7477.1,6213.53,8781.53,0,0,3371.72,8672.82,10065.6,6696.37,11241.8,12321.5,10011.4,6763.56,2895.06,0,12046.5,8157.2,12836.5,0,0,10571.9,8583.37,5916.04,6354.09,7274.62,8199.35,5010.11
P26618|PGFRA_MOUSE,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (Platelet-derived growth factor alpha receptor) (CD antigen CD140a),Pdgfra,6,1,6374.13,5105.66,6498.62,6812.74,3926.35,7067.89,4879.44,5602.94,4779.18,9929.61,2497.36,2530.53,5919.81,5882.97,5626.9,7819.55,4507.48,5516.23,6770.31,5976.19,9099.26,6369.69,5715.33,6160.24,7780.66,12328.4,2207.41,5116.05,5241.66,0,6431.22,0,6913.69,8343.85,7137.54,3958.55,5759.25,7460.25,5857.82,5126.06,3868.9,3568.63
Q9DAN1|PDILT_MOUSE,Protein disulfide-isomerase-like protein of the testis,Pdilt,6,1,17080.8,11362.1,13269.5,13320.8,17267.5,12731.2,7754.84,22890.8,16641.9,13421,5745.53,1183.66,23822.7,11928.2,12929.7,14388.9,11319.5,15219,9470.07,17779.3,2928.82,17109.5,14363.5,15076.8,11989.6,11124.2,14925.8,7853.97,0,0,0,10080.4,8861.97,8174.05,8048.29,6818.26,12034.8,16858.6,0,13226.9,9528.97,0
Q69Z38|PEAK1_MOUSE,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),Peak1,6,1,0,9.42E+06,7.97E+06,5.41E+06,5.79E+06,3.17E+06,4.54E+06,4.12E+06,4.45E+06,2.64E+06,9.89E+06,7.63E+06,1.96E+06,985928,3.69E+06,5.84E+06,3.73E+06,6.50E+06,3.28E+06,5.66E+06,6.64E+06,1.68E+06,4.30E+06,3.59E+06,3.86E+06,1.13E+06,367583,2266.73,3.30E+06,0,5.37E+06,5.18E+06,3.46E+06,1.12E+06,4.82E+06,80720.3,6.00E+06,4.24E+06,8.38E+06,8.11E+06,9.17E+06,1.21E+07
Q8C437|PEX5R_MOUSE,PEX5-related protein (PEX2-related protein) (PEX5-like protein) (Peroxin-5-related protein) (Tetratricopeptide repeat-containing Rab8b-interacting protein) (Pex5Rp) (TRIP8b),Pex5l,6,1,83517.2,79118.4,73707.5,75151.3,97279.4,71448.6,96991.6,119581,81607,101536,59413.5,95168.8,116693,72134.6,90266.1,65117.2,75560.8,157814,83948.5,127003,60523.2,139752,67194,80179.2,81238.7,98145,78803.4,72694.1,111998,0,84549,81980.2,65449.6,47782.4,78171.3,50233.8,100355,97103,138417,172460,110055,99522
Q9Z126|PLF4_MOUSE,Platelet factor 4 (PF-4) (C-X-C motif chemokine 4),Pf4,7,1,0,1330.83,0,0,1385.54,14204.2,5047.8,24836.5,665.73,22905.4,0,0,10892.6,8953.23,0,0,0,21285.1,659.04,17959.7,246.13,11789.3,12210.4,11999.6,22846,37104.3,0,0,0,0,22184.5,0,2170.46,29167.8,21037.9,18012.8,14661.9,2763.95,15039.2,3130.16,5985.18,0
Q8VCS0|PGRP2_MOUSE,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L) (TagL),Pglyrp2,5,1,21780,28404.5,40049,32115.9,41537.2,36643.7,47479.9,48416.6,28951.9,38524.3,0,0,42085.5,29626.5,42421.7,33823,39900.4,47888.4,33878.7,48299.6,26139.6,39400.8,32042.6,31504.3,34934.7,31792.6,35945.8,35092.8,34551.5,41700.5,35004.8,36461.1,32504.7,34871.9,32158.7,30900.8,43103.5,31587.7,32289.4,42521.1,38073.3,33126.4
Q7TSH2|KPBB_MOUSE,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),Phkb,6,1,39596.5,54363.5,44256.1,48607.4,34655.2,46378.9,25307.5,35678.5,31559.9,19916.1,37032.9,34729.7,32869.4,55420.9,40686.8,54400,38477.6,30672.2,41885.2,33591.3,35340.6,33555.1,48277.4,47710.7,47433.7,26908.5,46568.5,56040.4,38234.8,0,42032.7,38286.7,56253.2,53553.9,57442.4,68384.8,42722.5,26367.1,29242.6,26836.8,36218.3,38565.7
Q6PDH0|PHLB1_MOUSE,Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha),Phldb1,6,1,427275,489095,503402,553586,653468,799456,839928,611572,515625,750546,443654,605717,655452,536504,655593,693265,615393,700515,667888,711827,1.15E+06,577456,515818,501079,598095,905193,564766,533159,564106,0,500446,551893,546944,497101,490130,493408,553974,677117,526335,598656,533383,507592
Q8CB19|PHTF2_MOUSE,Protein PHTF2,Phtf2,6,1,0,16868.6,16074.2,16758.8,34402.2,15323.2,41438.5,21773.3,30977.3,12296.4,9621.29,10184.4,12654.3,0,11846.9,22509.7,16257.6,31042.4,16952.8,33632.8,48269.6,5159.77,12236.4,9076.88,9953.67,3315.86,0,0,6695.43,0,11502.6,11374,7050.4,863.35,9790.61,0,13980.2,15990.1,17765.4,18892.7,18164.3,20213.1
Q8BTP0|PIGZ_MOUSE,GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV) (Phosphatidylinositol-glycan biosynthesis class Z protein) (PIG-Z),Pigz,6,1,34772.7,18164.2,25755.8,21259.1,68622.9,71377.2,105044,34940.2,62142.8,43904.2,5339,854.27,27869.9,22763.1,25006,37727.6,63339.1,57774.5,111248,76992.8,85787.7,15131,21779.7,20756.1,21416.6,19240.6,34064.6,25853,19789.5,0,20147.2,24289.4,27091.2,22944.7,19656,22181.4,27319.2,27732.9,16547.5,17046,16355.1,13595.8
P70182|PI51A_MOUSE,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PI4P5KIbeta),Pip5k1a,6,1,333417,272575,334428,322251,332364,295249,220605,448607,288986,262753,253210,290429,373880,295467,369986,280690,343291,384587,288080,382528,129679,293368,366536,388376,325970,193732,438253,310390,316541,0,330791,295607,300908,287643,338856,303837,375462,331928,332388,362459,330595,287153
Q50L42|PA24E_MOUSE,Cytosolic phospholipase A2 epsilon (cPLA2-epsilon) (EC 3.1.1.4) (Calcium-dependent N-acyltransferase) (Phospholipase A2 group IVE),Pla2g4e,6,1,31623,21481.6,25766.2,22845.4,27283.6,0,27704.4,12797.7,17712.2,12874.4,22882.5,23310.2,19049.2,41235.3,26727.7,28163.8,25157.1,17946.2,17322.4,16476,53717.9,0,16462.4,14033.9,13624.9,5409.29,12560.9,23217.5,23378.7,0,10297.7,14159.2,10713.7,0,0,14429.3,18155.6,9715.48,16801.8,12700,15009.8,14646.8
Q60963|PAFA_MOUSE,Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase),Pla2g7,20,4,35927,20912,24921.3,31900.4,88216.8,67401.1,202610,32669.7,98815,85288.3,23772.9,22048,27176.2,29143.6,28774.6,25513,73572.9,74603,120924,50180.6,186207,28438.6,26014,29439.8,30283.5,21163,26737.5,23886.7,26112.1,18883.1,19213.5,27739.4,26721.4,21626.9,26223.3,17321.5,33485.2,27753.6,27528.5,27970.4,25232.5,21336.7
Q8K4S1|PLCE1_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)",Plce1,6,1,4393.12,18754.5,17313,18843.5,13365.9,12402.1,13599.5,16162.7,9846.8,10383.3,19453.5,26718,20955,7918.99,18993.5,19459.8,14998.8,19119.8,10609.1,12649.1,13389.5,25284.4,20053.7,16659.2,17174.1,16785.2,14660.2,15856.9,26072,0,21461.3,18368.7,14352.6,12569.6,15306.8,11372.5,19934.3,13038.7,21414.5,25565.5,24796.7,24074.8
